supplier_id,tier,country,country_risk_level,region,production_capacity_units_month,capacity_utilization_pct,gmp_status,fda_approved,cold_chain_capable,avg_lead_time_days,lead_time_volatility_days,historical_delay_frequency_pct,batch_cycle_time_days,batch_failure_rate_pct,financial_health_score,upstream_dependency_known,dependency_pct,is_sole_source,num_approved_alternates,contract_duration_months,geographic_concentration_pct,news_sentiment_score,port_congestion_risk,weather_risk_score,geopolitical_tension_score,active_disruption_signal,cold_chain_route_mismatch,compliance_violation_flag,composite_risk_score,risk_classification
SUP-2944,2,UK,0.12,Europe,106369,0.61,False,False,False,40,4.0,0.24,10,0.08,0.68,False,0.98,False,5,24,0.11,-0.25,0.2,0.47,0.22,False,False,True,50.95,high
SUP-2945,3,South Korea,0.14,Asia,57367,0.42,False,False,False,67,2.7,0.13,16,0.03,0.72,False,0.6,False,2,18,0.67,0.1,0.51,0.32,0.12,False,False,False,32.7,moderate
SUP-2946,2,India,0.59,Asia,139434,0.44,False,False,False,20,4.3,0.27,25,0.04,0.27,True,0.43,False,4,24,0.62,-0.31,0.64,0.5,0.36,False,True,False,50.9,high
SUP-2947,2,Japan,0.08,Asia,101977,0.71,False,False,True,42,1.8,0.1,23,0.04,1.0,False,0.67,False,5,24,0.68,-0.43,0.47,0.22,0.3,True,False,False,31.75,moderate
SUP-2948,3,France,0.2,Europe,56416,0.73,False,False,True,73,4.1,0.19,7,0.05,0.27,False,0.43,False,5,18,0.48,0.45,0.3,0.39,0.3,False,False,True,51.25,high
SUP-2949,3,Singapore,0.13,Asia,36022,0.72,True,True,True,59,1.6,0.09,27,0.02,0.32,True,0.51,True,0,36,0.36,0.64,0.69,0.69,0.13,False,False,False,31.55,moderate
SUP-2950,2,Germany,0.17,Europe,142847,0.76,True,True,False,58,2.9,0.1,13,0.04,0.25,True,0.26,False,5,12,0.48,-0.47,0.2,0.47,0.07,True,False,False,26.5,moderate
SUP-2951,3,India,0.43,Asia,21516,0.48,True,True,True,68,9.3,0.65,18,0.12,0.43,True,0.3,True,0,12,0.78,0.48,0.57,0.17,0.51,False,False,False,51.25,high
SUP-2952,3,UK,0.16,Europe,11890,0.71,False,False,False,37,0.9,0.06,13,0.02,0.6,True,0.56,False,5,18,0.26,-0.07,0.37,0.13,0.09,False,True,True,36.5,moderate
SUP-2953,3,India,0.47,Asia,28228,0.5,False,False,True,59,5.3,0.21,30,0.05,0.72,True,0.75,False,5,36,0.82,-0.63,0.39,0.28,0.31,True,False,False,31.65,moderate
SUP-2954,3,China,0.81,Asia,19827,0.88,False,False,False,64,3.9,0.36,4,0.09,0.67,False,0.67,False,1,36,0.67,-0.41,0.89,0.77,0.67,False,False,True,76.05,critical
SUP-2955,1,Brazil,0.52,Americas,260022,0.81,False,False,True,9,7.3,0.49,10,0.08,0.27,False,0.75,False,3,3,0.24,0.58,0.41,0.24,0.25,False,False,False,51.5,high
SUP-2956,2,India,0.55,Asia,126027,0.68,True,True,False,36,7.2,0.57,17,0.24,0.47,False,0.46,False,1,36,0.88,-0.7,0.63,0.26,0.54,True,True,False,76.1,critical
SUP-2957,1,Japan,0.33,Asia,393790,0.68,False,False,True,7,5.5,0.35,18,0.03,0.2,False,0.91,True,0,12,0.35,-0.66,0.58,0.67,0.37,False,False,False,76.05,critical
SUP-2958,2,India,0.52,Asia,41218,0.98,True,True,False,50,10.4,0.68,12,0.21,0.75,False,0.61,False,3,24,0.79,-0.55,0.64,0.76,0.41,True,True,False,75.5,critical
SUP-2959,3,India,0.45,Asia,29823,0.46,False,False,False,85,3.9,0.31,7,0.1,0.28,True,0.36,False,1,36,0.83,-0.37,0.66,0.71,0.5,True,False,True,53.0,high
SUP-2960,1,China,0.83,Asia,452731,0.81,True,True,False,12,6.8,0.45,16,0.13,0.81,False,0.68,False,1,24,0.62,-0.65,0.9,0.15,0.81,True,True,False,75.65,critical
SUP-2961,2,India,0.41,Asia,64344,1.0,False,False,False,45,5.9,0.52,11,0.16,0.2,True,0.64,True,0,24,0.66,0.23,0.42,0.71,0.15,False,False,False,52.65,high
SUP-2962,2,Japan,0.12,Asia,86051,0.74,False,False,False,28,1.9,0.1,29,0.02,0.4,False,0.63,False,3,3,0.29,0.08,0.33,0.68,0.5,False,False,True,51.1,high
SUP-2963,1,Brazil,0.62,Americas,424162,0.54,False,False,False,11,7.3,0.49,6,0.19,0.72,False,0.86,False,4,12,1.0,0.25,0.36,0.8,0.47,False,True,True,75.7,critical
SUP-2964,2,Singapore,0.08,Asia,52606,0.62,False,False,True,40,3.7,0.18,9,0.09,0.27,True,0.55,False,2,18,0.16,0.46,0.7,0.61,0.49,False,False,True,34.4,moderate
SUP-2965,2,South Korea,0.17,Asia,75369,0.84,False,False,True,21,2.0,0.14,26,0.05,0.68,False,0.77,False,3,12,0.55,-0.29,0.55,0.28,0.17,True,False,False,37.9,moderate
SUP-2966,1,Japan,0.11,Asia,421044,0.87,True,True,False,21,1.1,0.07,3,0.02,0.55,True,0.98,True,0,12,0.27,0.19,0.66,0.36,0.2,False,False,False,30.1,moderate
SUP-2967,2,South Korea,0.15,Asia,70498,0.8,True,True,False,25,4.2,0.21,24,0.07,0.26,True,0.55,False,4,18,0.14,0.5,0.34,0.25,0.27,False,False,False,19.7,low
SUP-2968,2,USA,0.12,Americas,105833,0.46,True,True,False,18,1.0,0.06,14,0.03,0.69,False,0.59,True,0,12,0.43,-0.49,0.33,0.31,0.27,True,False,False,51.2,high
SUP-2969,1,Brazil,0.59,Americas,318246,0.98,False,False,True,26,19.5,0.7,9,0.13,0.25,True,0.14,True,0,36,1.0,-0.5,0.5,0.5,0.71,False,False,False,75.35,critical
SUP-2970,1,France,0.13,Europe,184518,0.58,False,False,True,18,1.8,0.08,24,0.04,0.21,True,0.15,True,0,6,0.96,-0.28,0.22,0.35,0.18,False,False,True,50.5,high
SUP-2971,3,China,0.73,Asia,30811,0.8,False,False,False,39,4.5,0.35,7,0.04,0.22,True,0.16,False,1,24,0.54,0.47,0.83,0.43,0.86,False,True,False,51.45,high
SUP-2972,3,UK,0.14,Europe,25769,0.8,False,False,True,86,4.2,0.14,11,0.04,0.54,True,0.9,False,1,24,0.73,-0.11,0.39,0.36,0.14,False,False,False,20.15,low
SUP-2973,3,Singapore,0.08,Asia,32606,0.92,True,True,True,32,0.3,0.03,24,0.01,0.95,True,0.94,True,0,18,0.61,-0.54,0.65,0.27,0.34,True,False,False,29.8,moderate
SUP-2974,2,India,0.63,Asia,123498,0.5,False,False,True,25,9.6,0.37,23,0.08,0.41,True,0.61,True,0,12,0.52,0.44,0.46,0.47,0.46,False,False,False,51.2,high
SUP-2975,3,South Africa,0.61,Africa,28061,0.55,True,True,False,30,12.4,0.55,19,0.21,0.65,False,0.26,True,0,24,0.47,-0.2,0.33,0.78,0.32,False,False,False,76.8,critical
SUP-2976,1,France,0.2,Europe,437659,0.91,False,False,False,22,0.9,0.04,29,0.02,0.86,True,0.61,True,0,18,0.92,0.44,0.09,0.57,0.12,False,True,False,31.85,moderate
SUP-2977,3,Italy,0.26,Europe,50392,0.81,True,True,False,70,11.9,0.42,30,0.17,0.8,False,0.38,False,1,12,0.35,-0.51,0.13,0.52,0.27,True,False,False,50.25,high
SUP-2978,1,India,0.61,Asia,222667,0.8,False,False,False,12,8.5,0.56,20,0.28,0.49,True,0.58,True,0,6,0.81,-0.78,0.39,0.22,0.62,True,False,True,76.25,critical
SUP-2979,2,Netherlands,0.19,Europe,88831,0.92,False,False,False,55,1.8,0.11,12,0.02,0.49,True,0.87,False,2,6,0.43,-0.7,0.5,0.54,0.32,True,True,True,50.35,high
SUP-2980,1,China,0.64,Asia,190309,0.43,False,False,False,15,2.4,0.2,28,0.12,0.89,False,0.56,False,2,36,0.82,0.47,0.51,0.15,0.88,False,False,True,52.65,high
SUP-2981,2,Japan,0.15,Asia,86587,0.8,True,True,False,41,0.6,0.03,5,0.01,0.3,True,0.13,False,2,36,0.21,0.75,0.34,0.38,0.36,False,False,False,12.3,low
SUP-2982,2,Brazil,0.52,Americas,83179,0.72,True,True,False,47,4.0,0.24,24,0.09,0.29,True,0.84,True,0,12,0.33,0.64,0.2,0.43,0.18,False,True,False,50.5,high
SUP-2983,3,USA,0.09,Americas,15379,0.69,True,True,False,56,1.6,0.06,18,0.02,0.28,True,0.27,False,5,36,0.26,-0.73,0.23,0.21,0.23,True,False,False,25.25,moderate
SUP-2984,2,Mexico,0.49,Americas,56934,0.68,True,True,True,27,7.4,0.38,4,0.21,0.32,False,0.63,False,5,24,0.14,0.55,0.37,0.7,0.39,False,False,False,51.1,high
SUP-2985,2,China,0.71,Asia,54130,0.54,False,False,True,29,5.3,0.32,17,0.05,0.76,True,0.49,False,1,18,0.81,-0.19,0.58,0.6,0.9,False,False,True,51.15,high
SUP-2986,2,China,0.78,Asia,143702,0.84,False,False,True,53,6.7,0.4,26,0.09,0.32,False,0.92,True,0,6,0.69,0.22,0.72,0.16,0.85,False,False,False,76.6,critical
SUP-2987,1,India,0.46,Asia,160131,1.0,False,False,False,19,15.9,0.56,28,0.13,0.55,False,0.54,False,2,36,0.78,0.54,0.66,0.43,0.43,False,True,True,77.3,critical
SUP-2988,1,Japan,0.13,Asia,189325,0.98,True,True,True,29,2.8,0.1,8,0.03,0.94,False,0.26,False,1,24,0.9,-0.53,0.63,0.59,0.37,True,False,False,38.15,moderate
SUP-2989,1,Switzerland,0.07,Europe,285713,0.81,False,False,False,14,4.0,0.18,20,0.08,0.35,True,0.89,True,0,36,0.47,-0.39,0.14,0.52,0.22,True,False,True,52.05,high
SUP-2990,2,Japan,0.16,Asia,147812,0.96,True,True,False,57,3.0,0.17,4,0.01,0.81,True,0.24,True,0,3,0.83,-0.58,0.73,0.61,0.51,True,True,False,51.0,high
SUP-2991,1,Australia,0.1,Pacific,101986,0.79,False,False,False,12,2.5,0.1,12,0.05,0.87,True,0.9,False,3,18,0.81,0.43,0.28,0.26,0.14,False,False,True,18.3,low
SUP-2992,1,USA,0.13,Americas,154550,0.49,True,True,True,30,5.2,0.17,7,0.09,0.91,True,0.28,False,5,36,0.31,-0.49,0.1,0.61,0.11,True,False,False,18.95,low
SUP-2993,2,Germany,0.16,Europe,49369,0.92,True,True,True,18,1.0,0.04,3,0.02,0.39,True,0.41,False,3,3,0.38,0.04,0.07,0.32,0.2,False,False,False,16.2,low
SUP-2994,2,Canada,0.06,Americas,41201,0.85,False,False,False,51,5.4,0.19,5,0.1,0.41,True,0.21,False,5,36,0.2,0.27,0.16,0.3,0.38,False,False,True,30.05,moderate
SUP-2995,2,China,0.71,Asia,69048,0.77,True,True,False,37,3.3,0.22,5,0.08,0.62,False,0.56,False,3,3,0.82,-0.15,0.54,0.2,0.88,False,False,False,53.55,high
SUP-2996,1,Mexico,0.52,Americas,253987,0.68,False,False,False,25,14.1,0.49,28,0.14,0.78,False,0.2,False,2,6,0.78,0.38,0.43,0.38,0.47,False,False,False,51.15,high
SUP-2997,3,Ireland,0.06,Europe,34216,0.71,False,False,True,88,1.7,0.16,5,0.05,0.29,False,1.0,False,4,24,0.52,0.59,0.25,0.39,0.22,False,False,False,32.3,moderate
SUP-2998,3,Italy,0.18,Europe,48550,0.73,True,True,False,51,3.0,0.23,26,0.05,0.5,True,0.39,False,5,24,0.48,-0.1,0.18,0.15,0.08,False,False,False,20.25,low
SUP-2999,2,UAE,0.31,Middle East,83567,0.96,True,True,False,17,2.3,0.11,26,0.05,0.95,False,0.15,False,3,36,0.84,0.11,0.09,0.35,0.67,False,False,False,32.75,moderate
SUP-3000,2,India,0.65,Asia,98185,0.87,True,True,True,60,13.9,0.68,4,0.25,0.35,True,0.3,True,0,18,0.88,-0.74,0.9,0.79,0.52,True,False,False,76.75,critical
SUP-3001,3,Canada,0.31,Americas,13085,0.71,True,True,False,63,4.4,0.29,13,0.07,0.3,False,0.66,False,1,12,0.39,-0.06,0.44,0.56,0.57,False,False,False,51.15,high
SUP-3002,1,Australia,0.16,Pacific,122672,0.76,True,True,True,24,4.0,0.18,26,0.07,0.39,True,0.6,True,0,18,0.58,-0.02,0.21,0.26,0.35,False,False,False,37.25,moderate
SUP-3003,1,France,0.17,Europe,304371,0.77,True,True,False,14,0.2,0.02,27,0.01,0.63,True,0.29,True,0,12,0.44,0.59,0.31,0.43,0.16,False,False,False,23.05,low
SUP-3004,1,France,0.2,Europe,226496,0.58,True,True,False,27,4.0,0.14,5,0.06,0.7,True,0.38,False,3,18,0.27,-0.23,0.32,0.08,0.07,False,False,False,17.95,low
SUP-3005,1,Switzerland,0.06,Europe,396635,0.73,True,True,True,13,2.0,0.19,3,0.04,0.71,True,0.31,False,4,24,0.73,-0.29,0.3,0.25,0.23,False,False,False,17.15,low
SUP-3006,1,India,0.45,Asia,465964,0.67,True,True,True,11,7.0,0.27,5,0.17,0.39,True,0.49,False,2,18,0.81,0.02,0.56,0.31,0.29,False,False,False,32.65,moderate
SUP-3007,2,Italy,0.2,Europe,142989,0.85,True,True,True,54,2.9,0.25,5,0.12,0.21,True,0.47,False,1,36,0.79,0.33,0.38,0.39,0.24,False,False,False,24.05,low
SUP-3008,2,UAE,0.36,Middle East,60896,0.92,False,False,False,59,5.1,0.18,6,0.11,0.62,True,0.61,False,5,36,0.92,0.5,0.29,0.45,0.66,False,False,False,21.05,low
SUP-3009,3,China,0.78,Asia,36244,0.78,True,True,False,60,7.6,0.35,3,0.09,0.21,True,0.31,False,1,36,0.9,-0.17,0.83,0.61,0.9,False,False,False,51.65,high
SUP-3010,1,China,0.66,Asia,304441,0.48,True,True,False,14,2.4,0.15,25,0.08,0.38,True,0.23,False,3,24,0.85,0.21,0.32,0.6,0.88,False,False,False,33.6,moderate
SUP-3011,1,Switzerland,0.09,Europe,459866,0.9,True,True,True,22,2.6,0.18,7,0.09,0.94,False,0.71,False,5,3,0.19,-0.52,0.24,0.32,0.21,True,False,False,34.65,moderate
SUP-3012,1,USA,0.14,Americas,159611,0.64,False,False,True,15,1.4,0.25,19,0.03,0.42,True,0.44,True,0,18,0.25,-0.19,0.41,0.6,0.11,False,False,True,51.7,high
SUP-3013,1,China,0.86,Asia,432274,0.53,True,True,False,25,12.1,0.57,25,0.21,0.77,True,0.83,False,5,36,0.76,-0.24,0.9,0.8,0.73,False,False,False,52.65,high
SUP-3014,2,China,0.77,Asia,45966,0.67,False,False,False,28,19.3,0.7,4,0.21,0.41,True,0.76,True,0,36,0.83,0.7,0.55,0.42,0.8,False,False,True,76.75,critical
SUP-3015,2,Japan,0.11,Asia,78969,0.94,False,False,True,60,1.2,0.12,11,0.04,0.26,True,0.92,False,4,6,0.76,0.48,0.67,0.66,0.47,False,False,True,32.5,moderate
SUP-3016,1,India,0.44,Asia,313472,0.85,False,False,False,25,4.0,0.26,17,0.14,0.38,True,0.25,False,2,24,0.51,0.74,0.47,0.2,0.42,False,False,True,35.35,moderate
SUP-3017,3,China,0.67,Asia,58998,0.73,False,False,False,31,6.3,0.54,3,0.22,0.44,True,0.59,False,5,3,0.55,0.37,0.57,0.75,0.59,False,False,True,53.6,high
SUP-3018,2,Japan,0.1,Asia,146001,0.45,False,False,False,53,2.1,0.14,19,0.08,0.47,True,0.33,False,5,6,1.0,-0.26,0.34,0.8,0.38,False,False,True,36.0,moderate
SUP-3019,2,Egypt,0.71,Africa,87246,0.63,False,False,False,53,6.2,0.43,16,0.08,0.72,True,1.0,True,0,36,0.77,0.04,0.25,0.29,0.68,False,False,False,50.8,high
SUP-3020,2,Canada,0.2,Americas,146807,0.84,False,False,False,24,2.6,0.13,27,0.01,0.2,True,0.4,True,0,36,0.59,-0.9,0.49,0.31,0.61,True,False,False,50.95,high
SUP-3021,2,Germany,0.1,Europe,65753,0.95,True,True,False,47,1.7,0.1,19,0.04,0.41,True,0.66,False,1,18,0.66,0.5,0.23,0.33,0.08,False,False,False,11.9,low
SUP-3022,2,UK,0.15,Europe,110148,0.52,True,True,True,60,4.9,0.17,23,0.09,0.49,True,0.47,False,3,12,0.12,0.06,0.24,0.3,0.17,False,False,False,19.45,low
SUP-3023,1,China,0.83,Asia,426971,0.72,False,False,False,11,5.3,0.25,24,0.12,0.71,False,0.75,False,4,6,0.55,0.18,0.83,0.37,0.65,False,True,True,76.05,critical
SUP-3024,2,France,0.1,Europe,109097,0.47,True,True,False,42,5.9,0.19,7,0.11,0.54,True,0.23,False,5,24,0.78,-0.62,0.15,0.05,0.25,True,True,False,34.1,moderate
SUP-3025,2,China,0.67,Asia,108806,0.75,False,False,False,57,7.3,0.52,12,0.13,0.25,True,0.44,False,1,6,0.59,0.32,0.6,0.13,0.75,False,False,True,54.9,high
SUP-3026,3,Germany,0.16,Europe,54197,0.81,True,True,False,32,3.0,0.2,4,0.07,0.51,False,0.93,False,1,24,0.96,-0.18,0.31,0.53,0.22,False,True,False,51.15,high
SUP-3027,3,Mexico,0.49,Americas,10820,0.78,False,False,True,67,7.1,0.31,21,0.16,0.65,True,0.97,False,4,18,0.86,0.77,0.26,0.31,0.19,False,False,False,20.9,low
SUP-3028,1,China,0.69,Asia,250054,0.97,False,False,False,7,6.5,0.31,14,0.12,0.68,True,0.26,False,1,6,0.82,0.73,0.76,0.19,0.76,False,True,True,51.3,high
SUP-3029,3,Italy,0.3,Europe,21236,0.53,False,False,True,56,6.3,0.47,11,0.18,0.29,True,0.49,False,3,12,0.75,-0.44,0.26,0.69,0.2,False,False,True,51.35,high
SUP-3030,2,USA,0.06,Americas,137080,0.57,True,True,True,55,3.2,0.18,20,0.06,0.95,True,0.37,False,2,36,0.74,0.73,0.06,0.23,0.22,False,False,False,2.4,low
SUP-3031,1,Switzerland,0.09,Europe,156160,0.86,True,True,False,24,4.0,0.17,22,0.09,0.82,True,0.36,False,3,36,0.12,0.58,0.09,0.45,0.22,False,False,False,7.9,low
SUP-3032,1,India,0.46,Asia,266805,0.78,True,True,True,10,4.3,0.33,30,0.13,0.37,True,0.54,False,1,12,0.87,-0.04,0.71,0.77,0.31,False,False,False,36.75,moderate
SUP-3033,1,South Korea,0.2,Asia,357047,0.61,False,False,True,23,1.8,0.09,6,0.05,0.24,True,0.5,False,5,24,0.67,0.44,0.62,0.11,0.16,False,False,False,18.15,low
SUP-3034,2,Italy,0.18,Europe,125505,0.43,False,False,False,48,2.6,0.16,27,0.04,0.24,True,0.22,False,3,12,0.13,0.19,0.31,0.23,0.17,False,False,False,21.15,low
SUP-3035,3,Switzerland,0.1,Europe,42480,0.71,True,True,False,87,0.9,0.06,21,0.03,0.87,True,0.84,False,5,18,0.74,0.16,0.31,0.14,0.24,False,False,False,7.45,low
SUP-3036,1,India,0.52,Asia,308920,0.55,False,False,True,17,14.8,0.5,26,0.3,0.44,False,0.36,True,0,3,0.88,-0.34,0.6,0.4,0.4,True,False,False,79.6,critical
SUP-3037,1,USA,0.08,Americas,198233,0.57,False,False,True,25,1.8,0.09,27,0.02,0.38,True,0.67,True,0,36,0.17,-0.39,0.06,0.76,0.21,True,False,False,37.65,moderate
SUP-3038,1,India,0.47,Asia,357708,0.66,True,True,True,30,4.1,0.16,12,0.09,0.5,True,0.9,True,0,3,0.73,0.61,0.37,0.53,0.2,False,False,False,36.55,moderate
SUP-3039,3,China,0.67,Asia,11710,0.96,False,False,False,80,12.3,0.59,29,0.25,0.89,False,0.61,False,1,36,0.83,0.65,0.77,0.44,0.69,False,False,False,54.0,high
SUP-3040,3,Italy,0.24,Europe,34435,0.8,True,True,True,68,4.0,0.33,5,0.13,0.67,True,0.86,False,4,36,0.13,0.12,0.24,0.39,0.16,False,False,False,21.1,low
SUP-3041,3,Australia,0.21,Pacific,18408,0.83,False,False,False,43,1.5,0.13,19,0.01,0.44,True,0.24,True,0,3,0.49,-0.4,0.43,0.13,0.29,False,False,True,51.2,high
SUP-3042,3,USA,0.13,Americas,44056,0.46,False,False,False,72,0.9,0.06,17,0.03,0.44,False,0.38,False,5,12,0.38,0.29,0.34,0.49,0.23,False,False,False,33.05,moderate
SUP-3043,1,Italy,0.15,Europe,452462,0.65,False,False,True,8,2.0,0.13,3,0.05,0.99,True,0.3,False,3,3,0.53,-0.27,0.16,0.02,0.23,False,False,False,11.5,low
SUP-3044,1,USA,0.21,Americas,140978,0.96,True,True,True,8,3.9,0.12,13,0.03,0.34,False,0.24,False,3,36,0.18,-0.81,0.37,0.69,0.24,True,False,False,51.05,high
SUP-3045,1,UK,0.08,Europe,325775,0.72,True,True,False,21,0.5,0.02,26,0.01,0.68,True,0.13,False,1,3,0.23,0.11,0.29,0.47,0.11,False,True,False,20.3,low
SUP-3046,3,China,0.66,Asia,38036,0.55,False,False,False,61,10.2,0.46,18,0.19,0.64,False,0.71,True,0,12,0.56,-0.53,0.63,0.62,0.67,True,False,True,92.8,critical
SUP-3047,1,Mexico,0.48,Americas,115896,0.83,False,False,True,30,3.7,0.18,8,0.04,0.21,True,0.24,False,5,24,0.59,-0.07,0.1,0.2,0.11,False,False,False,29.65,moderate
SUP-3048,2,India,0.55,Asia,95663,0.44,False,False,False,58,4.0,0.4,26,0.18,0.43,False,0.46,False,1,6,0.72,0.13,0.38,0.45,0.29,False,False,False,51.85,high
SUP-3049,2,Brazil,0.63,Americas,48071,0.97,False,False,True,41,15.1,0.57,24,0.15,0.2,True,0.57,False,2,12,0.27,0.11,0.51,0.78,0.48,False,False,False,51.3,high
SUP-3050,3,Mexico,0.52,Americas,16436,0.61,False,False,True,39,7.2,0.44,26,0.11,0.96,False,0.47,False,4,12,0.23,0.36,0.32,0.27,0.29,False,False,True,54.2,high
SUP-3051,1,China,0.86,Asia,130153,0.72,False,False,True,28,6.4,0.5,5,0.24,0.45,True,0.79,False,5,18,0.88,-0.51,0.43,0.64,0.61,True,False,False,52.15,high
SUP-3052,3,India,0.56,Asia,22168,0.72,False,False,False,57,7.2,0.64,21,0.2,0.49,True,0.74,False,5,12,0.58,0.46,0.72,0.46,0.62,False,False,True,51.65,high
SUP-3053,2,Singapore,0.09,Asia,69516,0.94,False,False,False,26,0.6,0.03,19,0.01,1.0,True,0.48,False,5,6,0.17,0.18,0.58,0.26,0.33,False,False,False,6.75,low
SUP-3054,2,Singapore,0.42,Asia,89635,0.76,True,True,False,20,8.5,0.27,10,0.09,0.2,False,0.25,True,0,24,0.47,-0.62,0.8,0.26,0.49,False,False,False,77.0,critical
SUP-3055,3,USA,0.12,Americas,23055,0.64,True,True,True,59,0.8,0.06,30,0.02,0.69,True,0.55,False,2,12,0.6,0.18,0.07,0.38,0.13,False,False,False,9.75,low
SUP-3056,3,Ireland,0.17,Europe,35718,0.45,True,True,False,90,4.7,0.12,17,0.04,0.63,False,0.58,False,3,24,0.9,-0.72,0.23,0.16,0.07,True,True,False,51.2,high
SUP-3057,2,Germany,0.12,Europe,96649,0.51,True,True,False,16,0.4,0.03,19,0.02,0.5,False,0.16,False,4,3,0.25,0.33,0.39,0.22,0.14,False,False,False,29.15,moderate
SUP-3058,3,Switzerland,0.13,Europe,56909,0.49,True,True,True,47,1.1,0.05,4,0.01,0.94,True,0.69,True,0,36,0.92,0.53,0.12,0.55,0.17,False,False,False,18.95,low
SUP-3059,2,China,0.69,Asia,135854,0.63,False,False,True,37,5.8,0.34,12,0.13,0.29,False,0.86,True,0,36,0.53,-0.25,0.75,0.45,0.59,False,False,True,90.6,critical
SUP-3060,2,Canada,0.1,Americas,129975,0.91,False,False,True,42,1.1,0.05,29,0.02,0.75,True,0.89,True,0,3,0.13,0.14,0.38,0.59,0.39,False,False,False,27.7,moderate
SUP-3061,3,Italy,0.22,Europe,21034,0.52,True,True,False,55,6.9,0.28,28,0.1,0.46,False,0.89,False,1,24,0.62,0.69,0.16,0.25,0.1,False,False,False,35.2,moderate
SUP-3062,2,India,0.48,Asia,81977,0.75,False,False,False,23,8.5,0.39,21,0.14,0.55,False,0.92,True,0,12,0.79,-0.41,0.75,0.59,0.23,True,True,True,95.35,critical
SUP-3063,1,Brazil,0.46,Americas,238528,0.42,False,False,False,25,3.8,0.19,8,0.05,0.33,True,0.56,True,0,24,0.2,0.46,0.32,0.79,0.37,False,False,True,54.75,high
SUP-3064,2,China,0.73,Asia,55123,0.52,True,True,False,39,8.6,0.42,15,0.2,0.34,True,0.67,False,4,18,0.8,0.72,0.41,0.8,0.75,False,False,False,39.8,moderate
SUP-3065,1,China,0.72,Asia,139125,0.94,False,False,True,22,5.2,0.21,18,0.09,0.93,True,0.56,False,1,12,0.66,-0.65,0.73,0.61,0.87,True,False,True,51.8,high
SUP-3066,1,Egypt,0.59,Africa,105868,0.76,True,True,True,19,9.6,0.61,8,0.26,0.74,True,0.71,False,1,18,0.37,0.34,0.33,0.46,0.14,False,False,False,33.95,moderate
SUP-3067,3,USA,0.29,Americas,53443,0.66,False,False,True,75,3.9,0.43,20,0.07,0.7,False,0.3,True,0,12,0.97,-0.49,0.33,0.46,0.38,True,False,True,76.6,critical
SUP-3068,2,India,0.44,Asia,71312,0.7,False,False,False,29,7.6,0.48,21,0.12,0.71,True,0.66,False,3,6,0.61,-0.01,0.53,0.3,0.24,False,False,False,32.0,moderate
SUP-3069,3,Netherlands,0.14,Europe,38084,0.64,False,False,False,71,0.5,0.02,18,0.01,0.46,True,0.47,False,1,12,0.78,0.18,0.34,0.36,0.14,False,False,True,25.95,moderate
SUP-3070,1,UK,0.16,Europe,192246,0.41,False,False,True,22,0.7,0.03,4,0.02,0.96,False,0.53,False,4,12,0.99,0.64,0.09,0.26,0.14,False,False,False,18.8,low
SUP-3071,2,Germany,0.07,Europe,78833,0.7,True,True,True,37,2.8,0.13,21,0.06,0.67,True,0.11,False,5,3,0.36,0.03,0.26,0.18,0.18,False,False,False,13.15,low
SUP-3072,2,Ireland,0.07,Europe,79154,0.54,True,True,True,32,1.5,0.14,14,0.04,0.67,True,1.0,True,0,12,0.42,0.12,0.26,0.18,0.15,False,False,False,26.65,moderate
SUP-3073,2,India,0.48,Asia,67184,0.43,True,True,False,53,8.2,0.53,14,0.25,0.35,False,0.4,False,2,3,0.72,-0.76,0.66,0.42,0.22,True,True,False,76.15,critical
SUP-3074,1,UK,0.2,Europe,277670,1.0,False,False,False,9,1.6,0.08,16,0.01,0.68,True,0.93,True,0,3,0.25,0.01,0.32,0.09,0.12,False,True,True,50.75,high
SUP-3075,3,USA,0.18,Americas,59222,0.86,False,False,False,30,1.0,0.02,24,0.0,0.2,False,0.82,False,2,36,0.82,-0.32,0.19,0.19,0.34,True,True,False,51.3,high
SUP-3076,1,Italy,0.26,Europe,220587,0.57,True,True,True,11,2.1,0.16,7,0.04,0.92,True,0.69,True,0,12,0.54,0.3,0.31,0.22,0.16,False,False,False,26.1,moderate
SUP-3077,3,USA,0.15,Americas,51473,0.49,True,True,False,43,2.6,0.18,6,0.07,0.81,False,0.8,False,3,3,0.3,0.59,0.14,0.71,0.07,False,False,False,27.45,moderate
SUP-3078,2,UK,0.12,Europe,115282,0.59,False,False,False,30,2.2,0.19,5,0.09,0.87,True,0.75,False,3,6,0.19,-0.46,0.42,0.18,0.2,True,False,True,29.85,moderate
SUP-3079,1,India,0.46,Asia,164128,0.79,True,True,False,8,8.9,0.48,17,0.3,0.9,True,0.61,True,0,12,0.54,-0.5,0.64,0.44,0.27,True,False,False,51.5,high
SUP-3080,1,China,0.65,Asia,181506,0.73,True,True,True,24,4.0,0.15,9,0.05,0.87,True,0.39,False,3,36,0.64,0.19,0.68,0.21,0.77,False,False,False,26.35,moderate
SUP-3081,1,China,0.9500000000000001,Asia,307367,0.85,True,True,False,22,18.700000000000003,0.7,21,0.13,0.52,True,0.95,True,0,36,0.7,-0.03,0.84,0.65,0.76,False,False,False,76.1,critical
SUP-3082,3,UK,0.13,Europe,21518,0.6,False,False,True,45,1.5,0.11,19,0.02,0.59,False,0.98,True,0,18,0.11,-0.32,0.33,0.26,0.1,True,False,False,51.35,high
